"لاپروه، بې پامه، بې غوره",بے اختياط,,,
"لاپروی، بې پامتوب، بې پامی",بے اختياطی,,,
"بداپال، بداپاله",بے ادب,,,
"ناهوسا، ستړے، ستومان",بے ارام,,,
"بې تاد، بې جاد",بے اصول,,,
"بې جادى، بې تادى",بے اصولى,,,
"بې بنگوله، بې خبره، نا خبره",بے اطلاع,,,
"بې باور، ناباوره ، بې ويسا، بې ډاډه، جلغه، ناوېسا، بې اتباره",بے اعتماد,,,
"لاپروا، خانتما، خانتمير",بے اعتنا,,,
"شملانه، لا پروای",بے اعتنائی,,,
"کټار ، کټامېره",بے انديش ,,,
"چنډال، ميرات، نبيره، ښجے",بے اولاد,,,
"ملامته، کوزسترگے، شرمېدلے",بے آب,,,
"بې سره، نه مننونکے، بې آدب",بے آدب,,,
"روټاک ، بې باک ، ارتاوک",بے باک,,,
"لېوال،زغلاند، کونگه، کړهانده",بے تاب,,,
"تلوسناکى، لېوالتيا",بے تابى,,,
"کټار، کټامېر",بے تامل,,,
"بې زغمه، کم ججورے، بې پېڅه",بے تحمل,,,
"بې اوډنے، بې ردې، بېروڼه، شواړ، .ناوډلے، نااوډے",بے ترتيب,,,
"خمسور، خمسورتيا، ساده سوده",بے تکلف,,,
"بې ربړه، بې ريزه، بې ستونزې",بے تکليف,,,
"بر ما ڼو، شوډر، ناکلال",بے تهذيب,,,
"بې ټيکاوه، نا پاېښته، تلونے",بے ثبات,,,
"شنډ، بې ېبرې، بې اېبرې",بے ثمر,,,
"ناوړے، ناوړتيا",بے جواز,,,
"اوتر، وارختا، ايړ",بے چين,,,
"بې سده، بې هوشه، باد ساره، سربدال",بے حال,,,
"بې پړدې، څرگنده، بې ستره",بے حجاب,,,
"بې پايه، بې بريده، بې اندازې، بې شانه",بے حد,,,
"څرڅوک، ډېرزيات ، زښت زيات ",بے حد زياده,,,
"ولاړ، ټيکاو",بے حرکت,,,
"سپک،بې رويه",بے حرمت,,,
"جوگير، لاپرواه، راکد، کړغ، بې سد، تسيا",بے حس,,,
"بې خرته، بې شانه، ډېرزيات",بے حساب,,,
"کمزورے ، بې ځواکه",بے حوصله,,,
"بې پرته، بې شرمه، بې ډبه، بېرو، بې ځلې، لپړه",بے حيا,,,
"ناگاره، نا خبره",بے خبر,,,
"بې سهوې، بې ختا",بے خطا,,,
"بې يرې، ډاډ سره ",بے خطر,,,
"بېدار، بې خوبه، ويښ",بے خواب,,,
"بېدارى، بې خوبى، ويښتيا",بے خوابى,,,
"بې سد، باد ساره، بې سول، ځنخول",بے خود,,,
"بې سدى، بې هوشى، بې سولى",بے خودى,,,
"لنډ منگے، لنډ ژوندے، لنډهانے، کم پايښتے",بے دوام,,,
"پښه لوړے، دينگ دنگ، پپړ تنے، کوړنگ، لاډنگ، بې ډوله، لبډر، غنډابه",بے ڈھنکی,,,
"بې ميله، بې رغبته",بے ذوق,,,
"بې ميلى، بې رغبتى",بے ذوقى,,,
"آړه، بې لارېتوب، بې لارې کېدنه، وروک لاری",بے راہ روی,,,
" نا اړوند، نا اړيکن، بې سمونه، بې جوړه",بے ربط,,,
"بې پېر زو، ربله، نا ترسه، کلک زړے، بې ربله",بے رحم,,,
"وزگار، بې کاره، بې دندې، نابوخت، کرياب",بے روزگار,,,
"وزگارتوب، بې کارى، نابوختيا",بے روزگارى,,,
"زړه موړ، مړه خوا، وېزار",بے زار,,,
"بې سر و پا، بې بنياده",بے سروپا,,,
"لودهړ، پوهړ، پوهاړ",بے سليقہ,,,
"بې انگر، بې شرم ",بے شرم,,,
"نا پوهه، نا خبره",بے شعور,,,
"گڼ، ورغڼی، ډېرزيات",بے شمار,,,
"بې زغمه، کم ججورے، بې پېڅه، ناټاکه، ناسونده",بے صبر,,,
"هرڼۍ، بې پېڅی",بے صبری,,,
"بې زيانه، بې تاوانه",بے ضرر,,,
"بې پرې، بې جنبې، بې پلوه",بے طرف,,,
"کټه سنگه، سپين سترگے، کټه ميره",بے عاطف,,,
"بې تمې، بې غل و غش",بے عرض,,,
"بې رويه، سپک، بې مخه",بے عزت,,,
"نا روږدے، نابومے",بے عمل,,,
"ناروږدی، نابومی",بے عملى,,,
"بې خليته، بې داغه، بې وټه",بے عيب,,,
"جبوړے، کوز سترگے، بې غېرته، پاسو",بے غېرت,,,
"بې ښې، بدگڼه، بې گټې، بې ښهانې",بے فائده,,,
"بې غوره، بې پروا،بېډوے",بے فکر,,,
"سرکښه، خپلواکے، بې لخکه",بے قابو,,,
"بېدودی، بدوی",بے قاعدگی,,,
"بې ډوله، بې اوډنه، بې ردې",بے قاعده,,,
"بې ارزه، بې ارزښته، سپک، ناگڼلی، سپاند",بے قدر,,,
"بې ارزښتی، بې ارزی",بے قدری,,,
"بېتاب، ځلبلاند، لړبېزن، لالهانده، لړزنده، واگن، پلتند،  پلټمن، تپاند، څوند، کونگه",بے قرار,,,
"تپاند،ناارامی، ناکرارى، تلاتوب",بے قرارى,,,
"بېگناه، بې ختا، ناپړ",بے قصور,,,
"ناتوانه،بې ځواکه، بې توغه، بې کونگه(کونگ-گه)، بې مترې",بے قوت,,,
"بې پايه، بې شانه زيات، ډېر زيات",بے قياس,,,
بې آړ و بې خنډه,بے قيد و شرط,,,
"وېزاری، پردېتوب",بے گانگی,,,
"سپين سترگی، بې مخه",بے لحاظ,,,
"بوبانده، زړه پاکے",بے لوث,,,
"بېسارے، بې جوړه، ناتکے، ايکی يو، بيتل",بے مثال,,,
"بې مهره، بې مينې",بے محبت,,,
"شواړ، گډوډ، ناوډلے",بے نظم,,,
"بې سارے، بيچون",بے نظير,,,
"بې خليته، بې داغه، بې وټه",بے نقص,,,
"بيلمانځه ، نامونځگوزاره ",بے نمازی,,,
"بې گڼې، بې شمېره",بے نمبر,,,
"ربغړ، کمزورے",بے نوا,,,
"بې اړې، نااړ",بے نياز,,,
"ځنگر، بې سوده، پرغزے",بے هوش,,,
"بېسدى، بې سودى، بېځانتوب، پرغز، غوټه، ځنگرى",بے هوشى,,,
"بې سده، بې هوښه، ځنگر",بے ہوش,,,
"بې خوده،بې سوده، گونس، بېروان",بے ھوش,,,
" مساپر، بېديار",بے وطن,,,
"لان، ناپالوالی",بے وفائی,,,
"بې وخته، نامهالے",بے وقت,,,
"نانومړے، سپک",بے وقعت,,,
"بودل، نا پوهه، اگن، لواړ، دوزه، ياڅار",بے وقوف,,,
"جاروړے، يواځې",بے يارومددگار,,,
"ناپتمن، بې پته، سپک، غورزېدلے",بےابرو,,,
"بې اغېزې، بې پازې",بےاثر,,,
"بې واکه، بې وسه، بې ورکه",بےاختيار,,,
"بې واکى، بې ورکى",بےاختيارى,,,
"بې پروا، بې يرې، بې باکه، ناپام، بې پامه",بےاختياط,,,
"بې مروته، نه سړی، بې پته",بےاخلاص,,,
"نااړوند، بې اړيکے",بےارتباط,,,
"بې باوری، بې ډاډی، ناوېسای",بےاعتمادى,,,
"ناښاڅوړ ، ناښاڅے",بےافتحار,,,
"پرخيز، بې داور",بےانصاف,,,
"پرخيزے، بې داورى",بےانصافى,,,
"للمه، وچه ،بې اوبو",بےآب,,,
"بې يرې، بې ډبه، بې پروا",بےباک,,,
"مهالنے، چرتکے، تلولے",بےثبات,,,
"ناړيک، ناړيکے",بےربط,,,
"کلک زړے، سخت زړے، جېن",بےرحم,,,
"بې پتى، بې ننگى، سپکاوې",بےعزتى,,,
"ناگروهن، بې گروهه",بےعقيده,,,
"بې لامله، بې کېله، بې توسنه، بې دکه، بې وسيلې",بےعلت,,,
"ناارام، سرگردانه،  بې کوره، ناهوسا، سرغن، پلپېټ ژن، اشوراند، پلټمن، هړاند",بےقرار,,,
"ناهوسای، نارامی",بےقرارى,,,
"ناپړ، ناگرم",بےقصور,,,
"بې ژبې، ژبمات، بې لوزه",بےقول,,,
"ناپاسے، بې سترگو، شواړ",بےلحاظ,,,
" بې ځايه، بې وخته",بےمحل,,,
"گډوډ، بې اوډه، بې ردې، بېروڼه",بےنظم,,,
"بېروڼى، گډوډے",بےنظمى,,,
نااړتيا,بےنيازی,,,
"کودن، اگن، لواړ، بودل",بےوقوف,,,
,پ,,,
"اغېزمن، پازای",پُراثر ,,,
"دوامدار، ټينگ، کلک",پا ئيدار,,,
"ښکېل، پښه بندے، پښه تړلے",پابجولاں,,,
"ښکېل، بنديوان",پابسته,,,
"تړلے، ښکېل، بندى",پابند,,,
"بنداړ، بندڼ،بندښت، پابندی",پابندی,,,
"پېزار، پاپوښ",پاپوش,,,
"ټټۍ، چوڼیاڼۍ، اورېز، باس",پاخانه,,,
"سزا، جزا، بدله، پادښت",پاداش,,,
"مرکور، سرارو، پاره، ابک، جيوه",پارا,,,
"ونډه وال، شريکتی، امباز، امبازی، امبازان",پارٹنر,,,
"جومات،گوند، ډله",پارٹی,,,
"رخت اودے، ټوکر اودے ، جوله",پارچه باف,,,
"پاک، سپېځلے، نېک",پارسا,,,
"بولوار، بڼ، پارک",پارک,,,
"جرگه، اولسی جرگه",پارليمان,,,
"زوړ، لرغونے، پخوانے",پارينه,,,
"پايله، د پښو کالے",پازيب,,,
"تنگے، دره، کنډاو",پاس,,,
"پاسوان، ساتونکے، ساتندوے، څارونے",پاسبان,,,
"څارن ، ساتونکے",پاسدار,,,
"ساتنه، ژغورنه، خوند يينه",پاسدارى,,,
"سپېځلے، وللے، پرانت",پاک,,,
"سپېځاند، نېک بنده ",پاک باز,,,
"پېڅلتوب، سپېځلتوب، پاکوالے",پاک دامنى,,,
"پاک دامن، پاکلمن",پاک سيرت,,,
"پاک زړے، ښه زړے",پاک طنيت,,,
"ښاغلتوب، سړيتوب",پاک طينتى,,,
"ښوی ښاک، ساد، سپېځ، اچه پوچه ",پاک و صاف,,,
"څړگان، نېکان، سپېځلے خلک",پاکبازان,,,
"پاک لمنے ، سپېڅلے",پاکدامن,,,
"پاک، سوتره، پېجاو، پېجو، سپين سپېځلے",پاکيزه,,,
"لېونے، سودای، باتريا، پاگل، باڅاره",پاگل,,,
"لېونتون، پاگل خانه ",پاگل خانہ,,,
"اېلڅاروے، روږدے څاروے، کورو څاروے",پالتو جانور,,,
"اسپلاغ، د پالکو سابه",پالک,,,
"کجاوه، ډولۍ، جپان، امبالۍ",پالکى,,,
"غاړيک، غاړيکے، پالنگ",پالنگ,,,
" تگلاره، يونلاره",پاليسى,,,
"زړور، نر، ننگيالے، سيالگر",پامرد,,,
"لاس کسے، لاس کتونکے",پامسٹ,,,
"اوربخوله، اوربلی، دربخوله، پينڅه",پانچه,,,
"د ابو پشکه، دار، څلگه",پانى کا دهار,,,
"تويم (اوېستا) هينده ، اوبه ",پانی,,,
" د غره د بارانى اوبولار.، غراوبلار",پانی ڈال,,,
"تړوبے، د اوبو بمبه، د اوبو نلکه",پانی کی ٹوٹنی,,,
برېښناکوټ,پاورهاؤس,,,
"کوز، ښکته ، لاندې",پاياں,,,
"پلازمينه، ستر ښار",پايه تخت,,,
"درمه، نل، نی، نچه، نلکه، بالکه، دردے",پائپ,,,
"پښم، ځپلی شوے، لتاړ شوے، چرموړ",پائمال,,,
نل ليکه,پائيپ لائن,,,
"ټينگ، کلک، پوخ، دوامداره، پايېنده، داښته",پائيدار,,,
"داښت، پايښت",پائيداری,,,
"پاتنده، تلپاتې",پائينده,,,
"خپرونه، انگروزه",پبلسٹی,,,
"خورونکے، خپرونکے",پبلشر,,,
خپرندويه کور,پبلشنګ هاؤس,,,
"خورونه، خپرونه",پبلشنگ,,,
"اولس، خلک",پبلک,,,
څارنوالے,پبلک پراسيکيوٹر,,,
"ځېزمه،  زېزمه، څېږمه",پپوٹے,,,
"پېلامه، نښه نښانه، الامه، د يو کار د کېدو نښه",پپيش خيمه,,,
"نانځکه، نېنځکه، گوډچکه، گوډاگۍ، ميرغوړه",پتلى,,,
"کسے، ککے، د سترگوتور",پتلی,,,
" اورپښت، اورپښتے، اورمکے",پتنگ,,,
"باجاوه، باديوه، بيداوه، کنکاوک، بادبر، زغن",پتنگ,,,
"درک، نښکه، ادرس",پته,,,
"ډبريزپېر، ډبرين دور",پتهر کا زمانه,,,
"تراړه، کانړيزه ځمکه",پتھريلی زميں,,,
"ولانگه، د مړی لمبولو تخته",پٹاری,,,
"پړتاو، د رېل پټلۍ",پٹڑی,,,
"خورۍ، زنځ، زمچ",پٹکری,,,
"جريبکښ، ونډکښ",پٹواری,,,
"رښکۍ، پټۍ",پٹی,,,
"کړنج، پيچومی، زوېړ، زونگه",پچيده,,,
"پوخوالے، کلکوالے",پختگى,,,
"پوخ، کلک",پخته,,,
"پلرنه، د پلار کور",پدرانه,,,
"پلارواکی، پلرواکی، نرواکی",پدرسری,,,
"څانگ، کوڅر، وزر، بڼه، اوزے",پر,,,
"انگا زور، زوږن",پر شور,,,
"راښکونکے، ښايسته ",پر کشش,,,
"اوخولے، بوړکے، غوړه ډوډۍ",پراٹا,,,
"پروژه، کرښنده، پلان",پراجيکٹ,,,
"اوښلن ، اوښنے",پراشک,,,
"پرځان ډاډمن، پرځان باورلرونکے، ځان باورے",پراعتماد,,,
"وياړن، وياړلے",پرافتحار,,,
"هله گوله، اندېښنه، اړے گړے",پراگندگى,,,
"اندېښمن، تس نس",پراگنده,,,
"ايمن، خوندی، په کرار",پرامن,,,
سوله ييز گډ ژوند,پرامن بقائے با همى,,,
"پامته دار، امته دار، په تمه، امه و تمه، هيلمن",پراميد,,,
"برچکے، پيکے، برجکے، پيچکے، څټوکے، برچوے",پرانده,,,
"مست، اېشند",پرجوش,,,
"بېرغ، رپے، نوښان،توغ، بربرے",پرچم,,,
پوښتنليک guestion paper,پرچه,,,
"پوښتنليک، پوښتنپاڼه",پرچه امتحانى,,,
ټوک پلورے,پرچون فروش,,,
"دښمنى، تربگنى",پرخاش,,,
"نرۍ دوړه ، دوړکه ",پرخوڑی,,,
"پاريال، پيلار، پرده",پردا,,,
"دوساغ، مساپر، لښن، بورژنه",پرديسی,,,
"څيرله، د کاغز پرزه",پرزه,,,
"پښتنه، تپوس",پرسش,,,
"پخښو، غلے، ارام، کرار",پرسکون,,,
" وړمه ورځ ، يو ورځ ترمينځه، هره دويمه ورځ",پرسوں,,,
"برمن، پرتمن، برمپا ل، پرتمين",پرشکوه,,,
"شوريز، انگازور",پرشور,,,
"وېلاړن، هوډيالے",پرعزم,,,
"گټور، سودمن",پرفيض,,,
"سترگبېجن، خوندناک",پرکشش,,,
"خوندور، زړه پورې",پرکيف,,,
"زېږمه، زږړ ے، د سړی تومنه (منی)",پرم,,,
"روښانه، روڼ",پرنور,,,
"ادر، پال، ژغرۍ، ژغرنه، ژغورنه، ځان ساتنه",پرهيز,,,
"مونے، مونيتوب",پرهيزگار,,,
"نمنځچارے، پالوال",پرھيزگار,,,
"وتنه، باک",پروا,,,
"الوت، الوتل",پرواز,,,
"اورپښت، اورپښتے، پتنگ، اورمکے، سپند",پروانه,,,
"پتنگ وزمه ، د پتنگ په شان ",پروانه وار,,,
" انگروزه، ډنډوره",پروپيگنڈہ,,,
 تاوده بڅرى,پروٹان,,,
"شبکه، پروژه",پروجيکٹ,,,
"مخارتے ، پروجکتور",پروجيکٹر,,,
"روزلگړے، پاليال، پاليالے",پروردگار,,,
"پاللے، پالل شوے",پرورده,,,
" پالنه، پالل، خسمانه، پيلوړ",پرورش,,,
"خسمانگر، پالندوے",پرورش دهنده,,,
" روزنځے، پالن ځے",پرورش گاه,,,
"پوهاند، لوے استاد",پروفيسر,,,
"تگ ليکے، لايځه، کړنلاره",پروگرم,,,
کارگرنړيواله,پرولتارى انٹرنيشنل ازم,,,
"پېرل، اوبدل",پرونا,,,
"پېرونه، پرېونے، تلی پېرونه، اسمان کټ، ستورين وږے، د ستورو يو کورنۍ",پروين,,,
"پريوار، پرى وش، ډېره ښائسته، پرى مخ",پرى پيکر,,,
"يوندود، تېرندود",پريڈ,,,
"خپه، غمگين، غم وړی، دلگير،څلبلاند، زهير، لهاند، مړزړوي، ناخوال، ناښاد، هرانډ، ژوليده، وېزار، پونډ",پريشان,,,
"اووښه، درمانده، غم ځپلے",پريشان حال,,,
"پری زار، گلالۍ د ښاپېرۍ پشان",پريوار,,,
"ښايسته، ښکلے ، گلبدن ",پری پيکر,,,
"مړژواندے، مړڅپن، مړغېژن، مړغوژن، جينگر، مړاوے",پژمرده,,,
"سپمے، سپموک، .پاسر، گوټکے",پس انداز,,,
"پشې شا، چپ په چپه، پټ پنا، پسوا",پس پرده,,,
"شالور، شاپلو، شالورے",پس پشت,,,
"جوټه، کنگړ، نانگره، پاتې شوې خوراک",پس خورده,,,
"منځونے، چيت، مندرے، سونگے،  اډورے",پس قد,,,
"شاليد، مخينه",پس منظر,,,
"انه بانه، ډيل، وړاندې وروستو",پس و پيش,,,
"ماته، ماتې ، شکست",پسپا,,,
"ماتېدل، وروستو کېدل، ماتې خوړل، پرشاتگ",پسپائى,,,
"ښکته، ټيټ، لاندې",پست,,,
"پينگن،  پينگنې،پينگنه",پست حوصله,,,
"چيت، ټيټ، اډورے",پست قد,,,
" تی، د ښځې سينه",پستان,,,
"غولانځوره، تى لرونکې، پۍ ورکونکى، پېوره",پستاندار,,,
"ځوے، زوے",پسر,,,
" وروستوالے، پاتې والے",پسماندگى,,,
" وروستوپاتې، ځنډمن، پستانده",پسمانده,,,
"خوښ، غوره",پسند,,,
"خوښ، خواپورې، خوښنده ",پسنديده,,,
"بگرام، پېښور",پشاور,,,
"ساتنه، پالنه ، پناورکومه ",پشت پناهى,,,
"پښت په پښت، پېړۍ په پېړۍ",پشت در پشت,,,
وړاندوينه,پشن گوئی,,,
"پښېمان، لېپخور، نادم، ستومان، خنگ",پشيمان,,,
"پښېمانى، جاروتل",پشيمانى,,,
"جلۍ، چغه، چغې سورې، بوغارې",پکار,,,
"باټ، نرۍ ﻻر، کږﻻره، لېرۍ، ترښکه",پکڈنڈی,,,
"اخڼل، نيول",پکڑنا,,,
"سوبت، سېل سپاټه",پکنک,,,
"ارله، هرله",پل ميں تولاپل ميں ماشہ,,,
"اخېړ، لېو، اخاړه",پلاستر,,,
"هډ بند، اټورۍ، پټۍ",پلاسٹر,,,
"برزاله، ځېزمه، ځږمه",پلکيں,,,
"تلتک، تلتکونه",پلنگ پوش,,,
"رکېبۍ، تغاړه",پليٹ,,,
"پليت، سخا، ناولے، ناپاک، کرغېړن",پليد,,,
پاړگوټے,پمپلٹ,,,
"پرناله، تغار، گډل",پنالی,,,
"امان، پټ، ژغور، مواس",پناه,,,
"شوو، پنا ورکول ",پناه دينا,,,
"پناغاړے ، پنا ورکونکے",پناه کندہ,,,
"پټغالے، پټځے",پناه گاه,,,
"پناه وړے، کډوال",پناه گزين,,,
"جرگه، مرکه، غونډه",پنچايت,,,
"ورم و وراشه، ورم و پند، ورمنده",پند و نصيحت,,,
"پيانگه، پيانگے",پنڈولم,,,
"وچ کښے ، پنسل ",پنسل,,,
"بادبېزے، پکے، ببوزے",پنکها,,,
"پټ، ناڅرگند، ناجوت",پنهان,,,
"پتخے، پوڅه، خيدک",پنير,,,
" سسپار، پالا",پهالا,,,
"تېزندى، زندۍ، سولۍ، پخ، غرغره ",پهانسى,,,
"رسۍ، تېزندۍ ",پهانسی کا پهندا,,,
" پولۍ، تڼاکا، پوڼاکه",پهپهوله,,,
"پار، د شپى يوه برخه",پهر,,,
"تکه تيارکه، تندى، تېزى، تادى، بيړه",پهرتى,,,
"چټک، چاخ، گړندے، برکند",پهرتيلا,,,
"تلے، خرپټ، پکه، کپه",پهکی,,,
"پلوانډ، غټ پټ، څورب، پالوان",پهلوان,,,
"غېږنيول، خوانيول، پرزونې، پلانده",پهلوانی,,,
"دام، کوړکۍ، تلکه",پهندا,,,
"سراس، خپور، غوړېدلے، سپړلے، چوغړے",پهيلا هوا,,,
"غورزول، ارتاونه، ارتاوونگ",پهينکنا,,,
"د غر څوکه، پېړزه",پہاڑ کی چوٹی,,,
"غرين مږ ، غرڅه وزه ",پہاڑی بکرا,,,
"ارلۍ، جل، کېړ، جندر",پھاٹک,,,
"تاک، کمر، کمبر، ځوړ",پھاڑی ڈھلان,,,
"انگيڅه ، انگتې",پھانگا,,,
"څښندے، ښوييدونکے",پھسلان,,,
"څاړے، بېلوالے، بيگاړ",پھوٹ,,,
بېل يې کړه  اېل يې کړه,پھوٹ ڈالو اور حکومت کرو,,,
"وړونه، څيکنه",پھيسنا,,,
"غوړېدلے، خور، ويړه",پھيلا ,,,
"اپلت، چټيار",پوچ,,,
"اپلتې، پرتې، چټيارې",پوچ گوئی,,,
"تپوس، پښتنه، پرسان، گوېږ",پوچهنا,,,
"تپوس، پښتنه، لټون، لټنه، څېړنه",پوچھہ گچھہ,,,
"چغانغه، وېلنے",پودينه,,,
نوښے او پوستکے,پوست و گوشت,,,
"نمرى، جامې، لتې، کالى، پوښاک",پوشاک,,,
" پټ، غېب، سرے، الونيا",پوشيده,,,
څارندوے,پوليس سپاهى,,,
"کربوسکه، کربسکه، پوندانه",پومبا,,,
"بادی ژرنده ، باد ژرنده ",پون چکى,,,
"لارښودنه، مخکښے، سرلارے",پېش روى,,,
"هگۍ ډوله، هډوله ",بيضوى,,,
"خوږمن، لالن، لالنه",پيارا,,,
"جل، تنده، تغارک، توشنگ، تږے والے",پياس,,,
"تندوړے، تندغرے",پياس اور,,,
"تغارک، تنده غرے، جل وهلے",پياس زده,,,
"توسند، تږے",پياسا,,,
"ټوټانگه، ټوټياله، پياله",پياله,,,
"استوزه، خبر",پيام,,,
"استوزگر، استازے",پيام اور,,,
"استوزگر، استازے ، خبر رسولو واله",پيامبر,,,
"هوب، زوه، زوې، زېړوبے، نو ، رمۍ ، د زخم اوبه",پيپ(زخم),,,
"پائېنغ، نس خوږے، د گېډې درد",پيٹ کا درد,,,
"چينجے، د خيټې اوږد چينجے، اوغه",پيٹ کا کيڑا,,,
"وهل، ټکول، څورنگ",پيٹنا,,,
"گلگوتے، تاوراتاو، ول په ول",پيچ دار,,,
"الول، تاو را تاو، ول په ول، گر گوتې،  پېچومے",پيچ در پيچ,,,
"کوږ ووږ، ول ول، تاوراتاو",پيچ و تاب,,,
"پل وهنه ، څارنه",پيچا کرنا,,,
"خناړے، خمن، منجيله، تاو راتاو",پيچدار,,,
"پرشاتمبونه ، پر شا ټېلباسنه ",پيچهے دهکلينا,,,
"کږلېچ ، پيچومی",پيچيدگی,,,
"پېچومې، تاوراتاو، کالکوچ، انجړپنجړ",پيچيده,,,
"يېبره، جاړ، د کښت(فصل) نه تر لاسه شوې غله دانه، مېوه",پيداوار,,,
"زوکړه، زېږېدنه، ځوون ، پېداوښت",پيدائش,,,
"پليه، پلې، پياده، څړه",پيدل,,,
"پياده پوځ، ځمکنے پوځ، ځمکنے ځواک",پيدل فوج,,,
روغ ارتاو,پيرا شوٹ,,,
"ټوکرليک ، بند ، پېرا",پيراگراف,,,
"پليونے، پلښتے، پلزنے",پيروکار,,,
"ﻻروے، پلتگے، چا پسې تلنه",پيروى,,,
"ځوغاله، پېړه( د وړو پېړه)",پيڑہ,,,
"ژرنده، اندره، مېچن",پيس چکى,,,
"دمړے، اديله، کاڅيره",پيسه,,,
"مخکې له مخکې، وار له واره",پيش از پيش ,,,
"مخزېږد، د مسيح تر زېږد نه مخکې",پيش از ميلاد,,,
"راشه درشه، رويه، چال چلند",پيش امد,,,
"تابيا، بن بنا، تيارے، .مخبندے، مخنيوے",پيش بندى,,,
"سترگه ور، هوښيار، لرليدے، مخوينے",پيش بين,,,
"مخکښ، مخ په وړاندې، وده، پرمختگ، پرمخيون، پرمختلون",پيش رفت,,,
"ﻻرښود، مخکښ، سرﻻر، مخيونے",پيش رو,,,
"مخکې، مخکښ، سرکې، وړاندې",پيش قدم,,,
"وړاندې تگ، مخکېوالے ، پرمخ يون",پيش قدمى,,,
"سريزه، پيليزه، مخنۍ خبرې، بريد ليک، سرۍ",پيش گفتار,,,
"مخوينده، مخوينه",پيش گوئى,,,
"سريزه، سرۍ، پيلامه، بريد ليک",پيش لفظ,,,
"مخليد ، مخکې ليدل ",پيش منظر,,,
"خواست، غوښتنليک",پيش نهاد,,,
"ادرار، متيازې، بولې، تشوب",پيشاب,,,
"متيازن ، متيازنے",پيشاب آور,,,
"متيازۍ، تشوبۍ",پيشاب دانی,,,
"اچرلے، تندے",پيشانی,,,
"گونجه، گنزه",پيشانی کی لکير,,,
"مخکې، له مخه",پيشتر,,,
"پرمختيا، وړاندې تگ، پرمخيون",پيشرفت,,,
"وړانديز، وړاندېينه",پيشکش,,,
"مخاداينه،  سای",پيشگى ادائيگى,,,
"پيمالگر، کسب گر، ورهڼگر، هنر مند، ادېگار",پيشه ور,,,
"کسب، هنر، ورهڼه ، چارنه ",پيشہ,,,
"استوزه، کريا، چپر",پيغام,,,
"استازگری، ټپالے، چپر",پيغام رسا,,,
"استازگری، ټپال",پيغام رسانی,,,
"کښکو، پياله",پيک,,,
"توبرے، سر، دغشی څوکه",پيکان,,,
"هوټ، بدن، پژه",پيکر,,,
"ژبه، تړون، ژمنه",پيمان,,,
"تړون ماتے، لوز ماتے، ژبه ماتے",پيمان شکن,,,
ليد مېچ,پيمانه نظر,,,
"کچ مېچ، پېمانه، کيل",پيمائش,,,
"پړوپے، کوړے، اوگے، د غلې پېمانه کولو لوخے",پيمائش غلا,,,
"الونيا، شا په شا، پشې شا",پيھٹ پيچھے,,,
"نښتے، جوخت",پيوست,,,
"سوزه، کوشېر، برتی، پتلېز، جوړ",پيوند,,,
,ت,,,
"توان، وس، زور، ځواک، تاب",تاب,,,
"روڼ، ځلنده، ځلانده، ځلښته، روښانه",تابان,,,
"رڼائى، روښانتيه، ځلښت",تابانى,,,
"رام، اېل، مننونکے",تابع,,,
"اېلېدونکے، تاوے، کاربارے، راميده",تابعدار,,,
"کلخواکی، اېليدون",تابعداری,,,
"پياشه، تپکاری",تابکاری,,,
"روښانه، روڼ",تابناک,,,
"روښنای، ځلېدنه، پړکېدنه",تابندگى,,,
"روښانه، روڼ",تابنده,,,
"گورتوڼۍ، تېنگ، ورن، هډتوڼۍ",تابوت,,,
"اغېزاخستنه، پدل اخستنه",تاثر,,,
"اغېزښندنه، اغېزه، بوسات، پدل",تاثير,,,
"پلورے، سوداگر، باپارى، پراچه، ونجونے",تاجر,,,
"يرغل، تالان، چور، لوټمار، ترغل",تاخت وتاراج,,,
"تاخوړپ، تاخ، درپ، کورکپ، گوگ",تاخچه,,,
"لارغه، ځنډ، ډيل، ايسارتيا، ځانډ، اټالتيا",تاخير,,,
"تروروستى سلگۍ، ترمرگه پورې",تادم موت,,,
"اهداد، سزا، تازار",تاديب,,,
"اهدادی ، تازاری",تاديبى,,,
"مزے، تاښه ، تار",تار,,,
"لوټ، شوکه، تالان، تالا ترغه، گونډيمال، لتاړول",تاراج,,,
"ناتارگر، تاﻻنگر، ورانگر",تاراج گر,,,
"کپرۍ، کوسړه، د سرمينځ",تاراق,,,
"ملنگی، دروېزگری، بېراگی",تارک الدنيا,,,
"پېښليک، تاريخ",تاريخ,,,
"زېږ نېټه، زوکړه ورځ",تاريخ پيدائش,,,
"پېښليکپوهه، مورخ ",تاريخ داں,,,
"پېښليکوال، تاريخ ليکونکے",تاريخ نويس,,,
" تياره، تورتم",تاريک,,,
"تراونږے، هغه شپه چې سپوږمۍ پکې نه وى.",تاريک رات,,,
"تاند، سمسور، ښېرازه، تنکے، وښند، بلنگ ، زرغا، ښالېز، شين، تاند ",تازه,,,
"هوسا، دملوے",تازه دم,,,
"ارمان، پښېمانى، خواشينى",تاسف,,,
"آره، بنياد، بنسټ",تاسيس,,,
"ټينگار،  په کلکه",تاکيد,,,
"په ټينگه، په کلکه، په ټينگار سره",تاکيدأ,,,
"غاب، تالے",تال,,,
"ډنډ، تاﻻو، جوغړ، اود، څلېر، ترېل، ترېړے، ونگره ، ناور ، اود",تالاب,,,
